source_value,source_value_high,source_currency,source_last_update,effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,slot,summary,defindex,scrape_timestamp
54,67,keys,1691310823,3071,Aurora Australis,Taunt: Conga,3485.97,54–67 keys,"3,485.97 ref",taunt,Level 1-100 Special Taunt,1118,2026-09-11T04:38:28+00:00
15,24,keys,1685822683,3071,Aurora Australis,Taunt: Didgeridrongo,968.325,15–24 keys,968.33 ref,taunt,Level 1-100 Special Taunt,30839,2026-09-11T04:38:28+00:00
13,13,keys,1713646146,3071,Aurora Australis,Taunt: Flippin' Awesome,839.215,13 keys,839.22 ref,taunt,Level 1-100 Special Taunt,1107,2026-09-11T04:38:28+00:00
7,7,keys,1691992296,3071,Aurora Australis,Taunt: Fresh Brewed Victory,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,1113,2026-09-11T04:38:28+00:00
2.8,2.8,keys,1782785632,3071,Aurora Australis,Taunt: I See You,180.754,2.8 keys,180.75 ref,taunt,Level 1-100 Special Taunt,1116,2026-09-11T04:38:28+00:00
62,62,keys,1752191875,3071,Aurora Australis,Taunt: Kazotsky Kick,4002.41,62 keys,"4,002.41 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
9,11,keys,1753974250,3071,Aurora Australis,Taunt: Luxury Lounge,580.995,9–11 keys,581.00 ref,taunt,Level 1-100 Special Taunt,30922,2026-09-11T04:38:28+00:00
33,33,keys,1737664948,3071,Aurora Australis,Taunt: Mannrobics,2130.315,33 keys,"2,130.32 ref",taunt,Level 1-100 Special Taunt,1162,2026-09-11T04:38:28+00:00
12,12,keys,1686961559,3071,Aurora Australis,Taunt: Oblooterated,774.66,12 keys,774.66 ref,taunt,Level 1-100 Special Taunt,1120,2026-09-11T04:38:28+00:00
22,22,keys,1771613558,3071,Aurora Australis,Taunt: Rancho Relaxo,1420.21,22 keys,"1,420.21 ref",taunt,Level 1-100 Special Taunt,1115,2026-09-11T04:38:28+00:00
30,30,keys,1750040122,3071,Aurora Australis,"Taunt: Rock, Paper, Scissors",1936.65,30 keys,"1,936.65 ref",taunt,Level 1-100 Special Taunt,1110,2026-09-11T04:38:28+00:00
10,10,keys,1753434422,3071,Aurora Australis,Taunt: Scorcher's Solo,645.55,10 keys,645.55 ref,taunt,Level 1-100 Special Taunt,31157,2026-09-11T04:38:28+00:00
13,13,keys,1753818318,3071,Aurora Australis,Taunt: Scotsmann's Stagger,839.215,13 keys,839.22 ref,taunt,Level 1-100 Special Taunt,30840,2026-09-11T04:38:28+00:00
10,12,keys,1709150127,3071,Aurora Australis,Taunt: Skullcracker,645.55,10–12 keys,645.55 ref,taunt,Level 1-100 Special Taunt,1111,2026-09-11T04:38:28+00:00
3.7,3.7,keys,1754982133,3071,Aurora Australis,Taunt: Spin-to-Win,238.8535,3.7 keys,238.85 ref,taunt,Level 1-100 Special Taunt,31161,2026-09-11T04:38:28+00:00
11,14,keys,1690240075,3071,Aurora Australis,Taunt: Square Dance,710.105,11–14 keys,710.11 ref,taunt,Level 1-100 Special Taunt,1106,2026-09-11T04:38:28+00:00
18,25,keys,1654545460,3071,Aurora Australis,Taunt: Surgeon's Squeezebox,1161.99,18–25 keys,"1,161.99 ref",taunt,Level 1-100 Special Taunt,30918,2026-09-11T04:38:28+00:00
4.7,4.7,keys,1764346967,3071,Aurora Australis,Taunt: The Box Trot,303.4085,4.7 keys,303.41 ref,taunt,Level 1-100 Special Taunt,30615,2026-09-11T04:38:28+00:00
5,5,keys,1781057931,3071,Aurora Australis,Taunt: The Bunnyhopper,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,30920,2026-09-11T04:38:28+00:00
4.5,7,keys,1753818275,3071,Aurora Australis,Taunt: The Drunken Sailor,290.4975,4.5–7 keys,290.50 ref,taunt,Level 1-100 Special Taunt,31201,2026-09-11T04:38:28+00:00
21,21,keys,1729901204,3071,Aurora Australis,Taunt: The Dueling Banjo,1355.655,21 keys,"1,355.66 ref",taunt,Level 1-100 Special Taunt,30842,2026-09-11T04:38:28+00:00
30,30,keys,1781021971,3071,Aurora Australis,Taunt: The High Five!,1936.65,30 keys,"1,936.65 ref",taunt,Level 5 Special Taunt,167,2026-09-11T04:38:28+00:00
19,19,keys,1735044698,3071,Aurora Australis,Taunt: The Homerunner's Hobby,1226.545,19 keys,"1,226.55 ref",taunt,Level 1-100 Special Taunt,31233,2026-09-11T04:38:28+00:00
13,17,keys,1719251189,3071,Aurora Australis,Taunt: The Killer Solo,839.215,13–17 keys,839.22 ref,taunt,Level 1-100 Special Taunt,30609,2026-09-11T04:38:28+00:00
20,20,keys,1781021915,3071,Aurora Australis,Taunt: The Meet the Medic,1291.1,20 keys,"1,291.10 ref",taunt,Level 5 Special Taunt,477,2026-09-11T04:38:28+00:00
28,28,keys,1705520896,3071,Aurora Australis,Taunt: The Pooped Deck,1807.54,28 keys,"1,807.54 ref",taunt,Level 1-100 Special Taunt,31153,2026-09-11T04:38:28+00:00
3,3,keys,1753446948,3071,Aurora Australis,Taunt: The Profane Puppeteer,193.665,3 keys,193.67 ref,taunt,Level 1-100 Special Taunt,31202,2026-09-11T04:38:28+00:00
6,6,keys,1756062594,3071,Aurora Australis,Taunt: The Proletariat Posedown,387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,30616,2026-09-11T04:38:28+00:00
3,4.2,keys,1775023309,3071,Aurora Australis,Taunt: The Russian Arms Race,193.665,3–4.2 keys,193.67 ref,taunt,Level 1-100 Special Taunt,30843,2026-09-11T04:38:28+00:00
58,76,keys,1782785651,3071,Aurora Australis,Taunt: The Schadenfreude,3744.19,58–76 keys,"3,744.19 ref",taunt,Level 5 Special Taunt,463,2026-09-11T04:38:28+00:00
6,6,keys,1692134543,3071,Aurora Australis,Taunt: The Scooty Scoot,387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,1197,2026-09-11T04:38:28+00:00
22,30,keys,1723742504,3071,Aurora Australis,Taunt: The Shred Alert,1420.21,22–30 keys,"1,420.21 ref",taunt,Level 5 Special Taunt,1015,2026-09-11T04:38:28+00:00
12,12,keys,1735045190,3071,Aurora Australis,Taunt: The Skating Scorcher,774.66,12 keys,774.66 ref,taunt,Level 1-100 Special Taunt,30919,2026-09-11T04:38:28+00:00
2.5,2.5,keys,1753445529,3071,Aurora Australis,Taunt: The Trackman's Touchdown,161.3875,2.5 keys,161.39 ref,taunt,Level 1-100 Special Taunt,30917,2026-09-11T04:38:28+00:00
25,25,keys,1781021265,3071,Aurora Australis,Taunt: The Victory Lap,1613.875,25 keys,"1,613.88 ref",taunt,Level 1-100 Special Taunt,1172,2026-09-11T04:38:28+00:00
23,23,keys,1781021881,3071,Aurora Australis,Taunt: Time Out Therapy,1484.765,23 keys,"1,484.77 ref",taunt,Level 1-100 Special Taunt,31154,2026-09-11T04:38:28+00:00
5,5,keys,1692802351,3071,Aurora Australis,Taunt: Yeti Punch,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,1182,2026-09-11T04:38:28+00:00
7,10.5,keys,1736524402,3071,Aurora Australis,Taunt: Yeti Smash,451.885,7–10.5 keys,451.89 ref,taunt,Level 1-100 Special Taunt,1183,2026-09-11T04:38:28+00:00
12,12,keys,1754204856,3071,Aurora Australis,Taunt: Zoomin' Broom,774.66,12 keys,774.66 ref,taunt,Level 1-100 Special Taunt,30672,2026-09-11T04:38:28+00:00
4.65,4.65,keys,1751334231,3072,Aurora Polaris,Taunt: Bad Pipes,300.18075,4.65 keys,300.18 ref,taunt,Level 1-100 Special Taunt,30671,2026-09-11T04:38:28+00:00
21,21,keys,1753523006,3072,Aurora Polaris,Taunt: Bare Knuckle Beatdown,1355.655,21 keys,"1,355.66 ref",taunt,Level 1-100 Special Taunt,31207,2026-09-11T04:38:28+00:00
7,7,keys,1711826454,3072,Aurora Polaris,Taunt: Battin' a Thousand,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,1117,2026-09-11T04:38:28+00:00
8.5,8.5,keys,1753792610,3072,Aurora Polaris,Taunt: Burstchester,548.7175,8.5 keys,548.72 ref,taunt,Level 1-100 Special Taunt,30621,2026-09-11T04:38:28+00:00
7,7,keys,1763313203,3072,Aurora Polaris,Taunt: Buy a Life,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,1108,2026-09-11T04:38:28+00:00
61,61,keys,1787709260,3072,Aurora Polaris,Taunt: Conga,3937.855,61 keys,"3,937.86 ref",taunt,Level 1-100 Special Taunt,1118,2026-09-11T04:38:28+00:00
5,6,keys,1694261064,3072,Aurora Polaris,Taunt: Deep Fried Desire,322.775,5–6 keys,322.78 ref,taunt,Level 1-100 Special Taunt,1119,2026-09-11T04:38:28+00:00
18,19,keys,1685895737,3072,Aurora Polaris,Taunt: Didgeridrongo,1161.99,18–19 keys,"1,161.99 ref",taunt,Level 1-100 Special Taunt,30839,2026-09-11T04:38:28+00:00
7,7,keys,1787709307,3072,Aurora Polaris,Taunt: Fresh Brewed Victory,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,1113,2026-09-11T04:38:28+00:00
105,105,keys,1766661033,3072,Aurora Polaris,Taunt: Kazotsky Kick,6778.275,105 keys,"6,778.28 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
14,22,keys,1783002348,3072,Aurora Polaris,Taunt: Luxury Lounge,903.77,14–22 keys,903.77 ref,taunt,Level 1-100 Special Taunt,30922,2026-09-11T04:38:28+00:00
58,58,keys,1782321727,3072,Aurora Polaris,Taunt: Mannrobics,3744.19,58 keys,"3,744.19 ref",taunt,Level 1-100 Special Taunt,1162,2026-09-11T04:38:28+00:00
6,6,keys,1782321480,3072,Aurora Polaris,Taunt: Oblooterated,387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,1120,2026-09-11T04:38:28+00:00
11,11,keys,1711284500,3072,Aurora Polaris,Taunt: Panzer Pants,710.105,11 keys,710.11 ref,taunt,Level 1-100 Special Taunt,1196,2026-09-11T04:38:28+00:00
3.8,3.8,keys,1719515111,3072,Aurora Polaris,Taunt: Party Trick,245.309,3.8 keys,245.31 ref,taunt,Level 1-100 Special Taunt,1112,2026-09-11T04:38:28+00:00
10,10,keys,1787709294,3072,Aurora Polaris,Taunt: Pool Party,645.55,10 keys,645.55 ref,taunt,Level 1-100 Special Taunt,30570,2026-09-11T04:38:28+00:00
39,39,keys,1782321496,3072,Aurora Polaris,Taunt: Rancho Relaxo,2517.645,39 keys,"2,517.65 ref",taunt,Level 1-100 Special Taunt,1115,2026-09-11T04:38:28+00:00
3,4,keys,1753788644,3072,Aurora Polaris,Taunt: Results Are In,193.665,3–4 keys,193.67 ref,taunt,Level 1-100 Special Taunt,1109,2026-09-11T04:38:28+00:00
28,36,keys,1785002796,3072,Aurora Polaris,"Taunt: Rock, Paper, Scissors",1807.54,28–36 keys,"1,807.54 ref",taunt,Level 1-100 Special Taunt,1110,2026-09-11T04:38:28+00:00
20,21,keys,1722453845,3072,Aurora Polaris,Taunt: Rocket Jockey,1291.1,20–21 keys,"1,291.10 ref",taunt,Level 1-100 Special Taunt,31155,2026-09-11T04:38:28+00:00
14,14,keys,1750340293,3072,Aurora Polaris,Taunt: Runner's Rhythm,903.77,14 keys,903.77 ref,taunt,Level 1-100 Special Taunt,30921,2026-09-11T04:38:28+00:00
11,11,keys,1753481485,3072,Aurora Polaris,Taunt: Scorcher's Solo,710.105,11 keys,710.11 ref,taunt,Level 1-100 Special Taunt,31157,2026-09-11T04:38:28+00:00
41,41,keys,1762887403,3072,Aurora Polaris,Taunt: Scotsmann's Stagger,2646.755,41 keys,"2,646.76 ref",taunt,Level 1-100 Special Taunt,30840,2026-09-11T04:38:28+00:00
8,8,keys,1714291761,3072,Aurora Polaris,Taunt: Skullcracker,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,1111,2026-09-11T04:38:28+00:00
8.5,8.5,keys,1654761437,3072,Aurora Polaris,Taunt: Soldier's Requiem,548.7175,8.5 keys,548.72 ref,taunt,Level 1-100 Special Taunt,30673,2026-09-11T04:38:28+00:00
6.5,6.5,keys,1779200118,3072,Aurora Polaris,Taunt: Spin-to-Win,419.6075,6.5 keys,419.61 ref,taunt,Level 1-100 Special Taunt,31161,2026-09-11T04:38:28+00:00
18,18,keys,1762635818,3072,Aurora Polaris,Taunt: Square Dance,1161.99,18 keys,"1,161.99 ref",taunt,Level 1-100 Special Taunt,1106,2026-09-11T04:38:28+00:00
22,33,keys,1695316218,3072,Aurora Polaris,Taunt: Surgeon's Squeezebox,1420.21,22–33 keys,"1,420.21 ref",taunt,Level 1-100 Special Taunt,30918,2026-09-11T04:38:28+00:00
9,9,keys,1735030060,3072,Aurora Polaris,Taunt: The Balloonibouncer,580.995,9 keys,581.00 ref,taunt,Level 1-100 Special Taunt,30763,2026-09-11T04:38:28+00:00
16,16,keys,1735029553,3072,Aurora Polaris,Taunt: The Boston Boarder,1032.88,16 keys,"1,032.88 ref",taunt,Level 1-100 Special Taunt,31156,2026-09-11T04:38:28+00:00
3.7,3.7,keys,1751556053,3072,Aurora Polaris,Taunt: The Box Trot,238.8535,3.7 keys,238.85 ref,taunt,Level 1-100 Special Taunt,30615,2026-09-11T04:38:28+00:00
24,24,keys,1651677638,3072,Aurora Polaris,Taunt: The Drunken Sailor,1549.32,24 keys,"1,549.32 ref",taunt,Level 1-100 Special Taunt,31201,2026-09-11T04:38:28+00:00
26,26,keys,1670825643,3072,Aurora Polaris,Taunt: The Dueling Banjo,1678.43,26 keys,"1,678.43 ref",taunt,Level 1-100 Special Taunt,30842,2026-09-11T04:38:28+00:00
29,29,keys,1738578959,3072,Aurora Polaris,Taunt: The Fist Bump,1872.095,29 keys,"1,872.10 ref",taunt,Level 1-100 Special Taunt,31162,2026-09-11T04:38:28+00:00
4,4,keys,1692451878,3072,Aurora Polaris,Taunt: The Headcase,258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,30876,2026-09-11T04:38:28+00:00
31,35,keys,1782247495,3072,Aurora Polaris,Taunt: The High Five!,2001.205,31–35 keys,"2,001.21 ref",taunt,Level 5 Special Taunt,167,2026-09-11T04:38:28+00:00
44,50,keys,1711266430,3072,Aurora Polaris,Taunt: The Homerunner's Hobby,2840.42,44–50 keys,"2,840.42 ref",taunt,Level 1-100 Special Taunt,31233,2026-09-11T04:38:28+00:00
16,17,keys,1787709287,3072,Aurora Polaris,Taunt: The Killer Solo,1032.88,16–17 keys,"1,032.88 ref",taunt,Level 1-100 Special Taunt,30609,2026-09-11T04:38:28+00:00
4.75,4.75,keys,1782785474,3072,Aurora Polaris,Taunt: The Profane Puppeteer,306.63625,4.75 keys,306.64 ref,taunt,Level 1-100 Special Taunt,31202,2026-09-11T04:38:28+00:00
15,15,keys,1787709279,3072,Aurora Polaris,Taunt: The Proletariat Posedown,968.325,15 keys,968.33 ref,taunt,Level 1-100 Special Taunt,30616,2026-09-11T04:38:28+00:00
114,114,keys,1775928701,3072,Aurora Polaris,Taunt: The Schadenfreude,7359.27,114 keys,"7,359.27 ref",taunt,Level 5 Special Taunt,463,2026-09-11T04:38:28+00:00
25,25,keys,1725589132,3072,Aurora Polaris,Taunt: The Shred Alert,1613.875,25 keys,"1,613.88 ref",taunt,Level 5 Special Taunt,1015,2026-09-11T04:38:28+00:00
26,26,keys,1782321439,3072,Aurora Polaris,Taunt: The Soviet Strongarm,1678.43,26 keys,"1,678.43 ref",taunt,Level 1-100 Special Taunt,30844,2026-09-11T04:38:28+00:00
5,5,keys,1673177779,3072,Aurora Polaris,Taunt: The Trackman's Touchdown,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,30917,2026-09-11T04:38:28+00:00
30,30,keys,1787709270,3072,Aurora Polaris,Taunt: The Victory Lap,1936.65,30 keys,"1,936.65 ref",taunt,Level 1-100 Special Taunt,1172,2026-09-11T04:38:28+00:00
34,62,keys,1750555673,3072,Aurora Polaris,Taunt: Time Out Therapy,2194.87,34–62 keys,"2,194.87 ref",taunt,Level 1-100 Special Taunt,31154,2026-09-11T04:38:28+00:00
5.5,5.5,keys,1774439126,3072,Aurora Polaris,Taunt: Yeti Punch,355.0525,5.5 keys,355.05 ref,taunt,Level 1-100 Special Taunt,1182,2026-09-11T04:38:28+00:00
6,6,keys,1685104206,3073,Amethyst Winds,Taunt: Bad Pipes,387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,30671,2026-09-11T04:38:28+00:00
8,8,keys,1686461891,3073,Amethyst Winds,Taunt: Burstchester,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,30621,2026-09-11T04:38:28+00:00
3.1,3.1,keys,1777824887,3073,Amethyst Winds,Taunt: Deep Fried Desire,200.1205,3.1 keys,200.12 ref,taunt,Level 1-100 Special Taunt,1119,2026-09-11T04:38:28+00:00
10,10,keys,1729696388,3073,Amethyst Winds,Taunt: Flippin' Awesome,645.55,10 keys,645.55 ref,taunt,Level 1-100 Special Taunt,1107,2026-09-11T04:38:28+00:00
7.5,7.5,keys,1695317691,3073,Amethyst Winds,Taunt: Fresh Brewed Victory,484.1625,7.5 keys,484.16 ref,taunt,Level 1-100 Special Taunt,1113,2026-09-11T04:38:28+00:00
29,30,keys,1679121529,3073,Amethyst Winds,Taunt: Kazotsky Kick,1872.095,29–30 keys,"1,872.10 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
19,19,keys,1693138967,3073,Amethyst Winds,Taunt: Mannrobics,1226.545,19 keys,"1,226.55 ref",taunt,Level 1-100 Special Taunt,1162,2026-09-11T04:38:28+00:00
2.7,3,keys,1707222266,3073,Amethyst Winds,Taunt: Most Wanted,174.2985,2.7–3 keys,174.30 ref,taunt,Level 1-100 Special Taunt,30614,2026-09-11T04:38:28+00:00
6.5,6.5,keys,1694276957,3073,Amethyst Winds,Taunt: Oblooterated,419.6075,6.5 keys,419.61 ref,taunt,Level 1-100 Special Taunt,1120,2026-09-11T04:38:28+00:00
8,8,keys,1691357952,3073,Amethyst Winds,Taunt: Panzer Pants,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,1196,2026-09-11T04:38:28+00:00
16,18,keys,1679121523,3073,Amethyst Winds,Taunt: Pool Party,1032.88,16–18 keys,"1,032.88 ref",taunt,Level 1-100 Special Taunt,30570,2026-09-11T04:38:28+00:00
20,20,keys,1692372662,3073,Amethyst Winds,Taunt: Rancho Relaxo,1291.1,20 keys,"1,291.10 ref",taunt,Level 1-100 Special Taunt,1115,2026-09-11T04:38:28+00:00
14,14,keys,1717318346,3073,Amethyst Winds,"Taunt: Rock, Paper, Scissors",903.77,14 keys,903.77 ref,taunt,Level 1-100 Special Taunt,1110,2026-09-11T04:38:28+00:00
6,6,keys,1774946201,3073,Amethyst Winds,Taunt: Scorcher's Solo,387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,31157,2026-09-11T04:38:28+00:00
15,15,keys,1698672590,3073,Amethyst Winds,Taunt: Scotsmann's Stagger,968.325,15 keys,968.33 ref,taunt,Level 1-100 Special Taunt,30840,2026-09-11T04:38:28+00:00
7,7,keys,1692132791,3073,Amethyst Winds,Taunt: Second Rate Sorcery,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,30816,2026-09-11T04:38:28+00:00
21,21,keys,1679121597,3073,Amethyst Winds,Taunt: Shooter's Stakeout,1355.655,21 keys,"1,355.66 ref",taunt,Level 1-100 Special Taunt,31237,2026-09-11T04:38:28+00:00
5,5,keys,1712775888,3073,Amethyst Winds,Taunt: Spin-to-Win,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,31161,2026-09-11T04:38:28+00:00
8,8,keys,1727880086,3073,Amethyst Winds,Taunt: Square Dance,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,1106,2026-09-11T04:38:28+00:00
20,22,keys,1660797350,3073,Amethyst Winds,Taunt: Surgeon's Squeezebox,1291.1,20–22 keys,"1,291.10 ref",taunt,Level 1-100 Special Taunt,30918,2026-09-11T04:38:28+00:00
8,8,keys,1700080742,3073,Amethyst Winds,Taunt: The Balloonibouncer,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,30763,2026-09-11T04:38:28+00:00
13,13,keys,1716286350,3073,Amethyst Winds,Taunt: The Boston Boarder,839.215,13 keys,839.22 ref,taunt,Level 1-100 Special Taunt,31156,2026-09-11T04:38:28+00:00
2.95,2.95,keys,1771656474,3073,Amethyst Winds,Taunt: The Bunnyhopper,190.43725,2.95 keys,190.44 ref,taunt,Level 1-100 Special Taunt,30920,2026-09-11T04:38:28+00:00
3.25,3.25,keys,1773588220,3073,Amethyst Winds,Taunt: The Drunken Sailor,209.80375,3.25 keys,209.80 ref,taunt,Level 1-100 Special Taunt,31201,2026-09-11T04:38:28+00:00
10,15,keys,1692465744,3073,Amethyst Winds,Taunt: The Fist Bump,645.55,10–15 keys,645.55 ref,taunt,Level 1-100 Special Taunt,31162,2026-09-11T04:38:28+00:00
30,33,keys,1669007543,3073,Amethyst Winds,Taunt: The Homerunner's Hobby,1936.65,30–33 keys,"1,936.65 ref",taunt,Level 1-100 Special Taunt,31233,2026-09-11T04:38:28+00:00
46,50,keys,1650275277,3073,Amethyst Winds,Taunt: The Hot Wheeler,2969.53,46–50 keys,"2,969.53 ref",taunt,Level 1-100 Special Taunt,31239,2026-09-11T04:38:28+00:00
3.45,3.45,keys,1685104304,3073,Amethyst Winds,Taunt: The Russian Arms Race,222.71475,3.45 keys,222.71 ref,taunt,Level 1-100 Special Taunt,30843,2026-09-11T04:38:28+00:00
30,30,keys,1692198358,3073,Amethyst Winds,Taunt: The Schadenfreude,1936.65,30 keys,"1,936.65 ref",taunt,Level 5 Special Taunt,463,2026-09-11T04:38:28+00:00
6,8,keys,1682979857,3073,Amethyst Winds,Taunt: The Scooty Scoot,387.33,6–8 keys,387.33 ref,taunt,Level 1-100 Special Taunt,1197,2026-09-11T04:38:28+00:00
12,16,keys,1758992381,3073,Amethyst Winds,Taunt: The Shred Alert,774.66,12–16 keys,774.66 ref,taunt,Level 5 Special Taunt,1015,2026-09-11T04:38:28+00:00
29,29,keys,1698586886,3073,Amethyst Winds,Taunt: Time Out Therapy,1872.095,29 keys,"1,872.10 ref",taunt,Level 1-100 Special Taunt,31154,2026-09-11T04:38:28+00:00
3.45,3.45,keys,1742985519,3073,Amethyst Winds,Taunt: Yeti Smash,222.71475,3.45 keys,222.71 ref,taunt,Level 1-100 Special Taunt,1183,2026-09-11T04:38:28+00:00
14,17,keys,1654637410,3073,Amethyst Winds,Taunt: Zoomin' Broom,903.77,14–17 keys,903.77 ref,taunt,Level 1-100 Special Taunt,30672,2026-09-11T04:38:28+00:00
8,8,keys,1682981542,3074,Golden Gusts,Taunt: Bare Knuckle Beatdown,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,31207,2026-09-11T04:38:28+00:00
7,7,keys,1775382585,3074,Golden Gusts,Taunt: Burstchester,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,30621,2026-09-11T04:38:28+00:00
4.5,4.5,keys,1690238408,3074,Golden Gusts,Taunt: Buy a Life,290.4975,4.5 keys,290.50 ref,taunt,Level 1-100 Special Taunt,1108,2026-09-11T04:38:28+00:00
25,30,keys,1669784741,3074,Golden Gusts,Taunt: Conga,1613.875,25–30 keys,"1,613.88 ref",taunt,Level 1-100 Special Taunt,1118,2026-09-11T04:38:28+00:00
54,54,keys,1712775847,3074,Golden Gusts,Taunt: Kazotsky Kick,3485.97,54 keys,"3,485.97 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
11,11,keys,1656175299,3074,Golden Gusts,Taunt: Luxury Lounge,710.105,11 keys,710.11 ref,taunt,Level 1-100 Special Taunt,30922,2026-09-11T04:38:28+00:00
27,27,keys,1758442050,3074,Golden Gusts,Taunt: Mannrobics,1742.985,27 keys,"1,742.99 ref",taunt,Level 1-100 Special Taunt,1162,2026-09-11T04:38:28+00:00
4.95,4.95,keys,1688891672,3074,Golden Gusts,Taunt: Most Wanted,319.54725,4.95 keys,319.55 ref,taunt,Level 1-100 Special Taunt,30614,2026-09-11T04:38:28+00:00
4.75,4.75,keys,1679118791,3074,Golden Gusts,Taunt: Party Trick,306.63625,4.75 keys,306.64 ref,taunt,Level 1-100 Special Taunt,1112,2026-09-11T04:38:28+00:00
14,14,keys,1706295545,3074,Golden Gusts,"Taunt: Rock, Paper, Scissors",903.77,14 keys,903.77 ref,taunt,Level 1-100 Special Taunt,1110,2026-09-11T04:38:28+00:00
4,4,keys,1760994792,3074,Golden Gusts,Taunt: Runner's Rhythm,258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,30921,2026-09-11T04:38:28+00:00
6.5,6.5,keys,1695124007,3074,Golden Gusts,Taunt: Soldier's Requiem,419.6075,6.5 keys,419.61 ref,taunt,Level 1-100 Special Taunt,30673,2026-09-11T04:38:28+00:00
13,13,keys,1785410647,3074,Golden Gusts,Taunt: Square Dance,839.215,13 keys,839.22 ref,taunt,Level 1-100 Special Taunt,1106,2026-09-11T04:38:28+00:00
15,15,keys,1659810532,3074,Golden Gusts,Taunt: Surgeon's Squeezebox,968.325,15 keys,968.33 ref,taunt,Level 1-100 Special Taunt,30918,2026-09-11T04:38:28+00:00
3.95,4,keys,1755379953,3074,Golden Gusts,Taunt: The Drunken Sailor,254.99225,3.95–4 keys,254.99 ref,taunt,Level 1-100 Special Taunt,31201,2026-09-11T04:38:28+00:00
9.5,9.5,keys,1719928099,3074,Golden Gusts,Taunt: The Fist Bump,613.2725,9.5 keys,613.27 ref,taunt,Level 1-100 Special Taunt,31162,2026-09-11T04:38:28+00:00
4.5,5.5,keys,1685827949,3074,Golden Gusts,Taunt: The Fubar Fanfare,290.4975,4.5–5.5 keys,290.50 ref,taunt,Level 1-100 Special Taunt,30761,2026-09-11T04:38:28+00:00
9,13,keys,1704227498,3074,Golden Gusts,Taunt: The High Five!,580.995,9–13 keys,581.00 ref,taunt,Level 5 Special Taunt,167,2026-09-11T04:38:28+00:00
25,25,keys,1695317683,3074,Golden Gusts,Taunt: The Homerunner's Hobby,1613.875,25 keys,"1,613.88 ref",taunt,Level 1-100 Special Taunt,31233,2026-09-11T04:38:28+00:00
17,17,keys,1720376402,3074,Golden Gusts,Taunt: The Pooped Deck,1097.435,17 keys,"1,097.44 ref",taunt,Level 1-100 Special Taunt,31153,2026-09-11T04:38:28+00:00
7.5,7.5,keys,1698177166,3074,Golden Gusts,Taunt: The Skating Scorcher,484.1625,7.5 keys,484.16 ref,taunt,Level 1-100 Special Taunt,30919,2026-09-11T04:38:28+00:00
5.5,5.5,keys,1712771190,3074,Golden Gusts,Taunt: The Soviet Strongarm,355.0525,5.5 keys,355.05 ref,taunt,Level 1-100 Special Taunt,30844,2026-09-11T04:38:28+00:00
3,4,keys,1645359402,3074,Golden Gusts,Taunt: The Trackman's Touchdown,193.665,3–4 keys,193.67 ref,taunt,Level 1-100 Special Taunt,30917,2026-09-11T04:38:28+00:00
7,7,keys,1734986111,3074,Golden Gusts,Taunt: Time Out Therapy,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,31154,2026-09-11T04:38:28+00:00
5,5,keys,1693957944,3075,Smissmas Swirls,Taunt: Bucking Bronco,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,30618,2026-09-11T04:38:28+00:00
3.85,3.85,keys,1742974981,3075,Smissmas Swirls,Taunt: Buy a Life,248.53675,3.85 keys,248.54 ref,taunt,Level 1-100 Special Taunt,1108,2026-09-11T04:38:28+00:00
