effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,exist,slot,summary,defindex
90,Death at Dusk,Bolted Bicorne,5722,100 keys,"5,722.00 ref, $174.52",7,misc,Level 1-100 Hat,30034
90,Death at Dusk,L'homme Burglerre,5722,100 keys,"5,722.00 ref, $174.52",13,misc,Level 1-100 Hat,30182
90,Death at Dusk,Madame Dixie,5722,100 keys,"5,722.00 ref, $174.52",9,misc,Level 1-100 Hat,321
90,Death at Dusk,Professor's Peculiarity,5722,100 keys,"5,722.00 ref, $174.52",8,misc,Level 1-100 Hair,384
90,Death at Dusk,Stormin' Norman,5722,100 keys,"5,722.00 ref, $174.52",5,misc,Level 1-100 Helmet,30112
90,Death at Dusk,Timeless Topper,5722,100 keys,"5,722.00 ref, $174.52",4,misc,Level 1-100 Hat,30035
90,Death at Dusk,Dread Knot,5664.78,99 keys,"5,664.78 ref, $172.78",8,misc,Level 1-100 Hair,358
90,Death at Dusk,Mann of Reason,5550.34,97 keys,"5,550.34 ref, $169.29",5,misc,Level 1-100 Hat,30318
90,Death at Dusk,Towering Titanium Pillar of Hats,5550.34,97 keys,"5,550.34 ref, $169.29",9,misc,Level 1-100 Hat,30008
90,Death at Dusk,Barnstormer,5493.12,96 keys,"5,493.12 ref, $167.54",8,misc,Level 1-100 Hat,988
90,Death at Dusk,Magistrate's Mullet,5493.12,96 keys,"5,493.12 ref, $167.54",6,misc,Level 1-100 Hair,147
90,Death at Dusk,Eliminator's Safeguard,5435.9,95 keys,"5,435.90 ref, $165.79",8,misc,Level 1-100 Helmet,30369
90,Death at Dusk,Valley Forge,5435.9,95 keys,"5,435.90 ref, $165.79",5,misc,Level 1-100 Hat,30114
90,Death at Dusk,Western Wear,5435.9,90–100 keys,"5,435.90 ref, $165.79",4,misc,Level 1-100 Hat,379
90,Death at Dusk,Rebel Rouser,5378.68,85–103 keys,"5,378.68 ref, $164.05",7,misc,Level 1-100 Hat,30120
90,Death at Dusk,Steel Shako,5321.46,93 keys,"5,321.46 ref, $162.30",4,misc,Level 1-100 Hat,30017
90,Death at Dusk,A Rather Festive Tree,5292.85,80–105 keys,"5,292.85 ref, $161.43",7,misc,Level 1-100 Hat,341
90,Death at Dusk,Bubble Pipe,5235.63,91–92 keys,"5,235.63 ref, $159.69",7,misc,Level 1-100 Helmet,597
90,Death at Dusk,Platinum Pickelhaube,5207.02,91 keys,"5,207.02 ref, $158.81",2,misc,Level 1-100 Helmet,30042
90,Death at Dusk,Metal Slug,5149.8,90 keys,"5,149.80 ref, $157.07",6,misc,Level 1-100 Hat,30028
90,Death at Dusk,Pom-Pommed Provocateur,5149.8,90 keys,"5,149.80 ref, $157.07",1,misc,Level 1-100 Mask,30072
90,Death at Dusk,Titanium Tyrolean,5149.8,90 keys,"5,149.80 ref, $157.07",3,misc,Level 1-100 Hat,30045
90,Death at Dusk,Toy Tailor,5149.8,90 keys,"5,149.80 ref, $157.07",5,misc,Level 1-100 Hat,30327
90,Death at Dusk,Big Elfin Deal,5092.58,89 keys,"5,092.58 ref, $155.32",7,misc,Level 1-100 Hat,652
90,Death at Dusk,Copper's Hard Top,5092.58,89 keys,"5,092.58 ref, $155.32",5,misc,Level 1-100 Helmet,478
90,Death at Dusk,Janissary Ketche,5092.58,89 keys,"5,092.58 ref, $155.32",9,misc,Level 1-100 Hat,437
90,Death at Dusk,Hetman's Headpiece,5006.75,85–90 keys,"5,006.75 ref, $152.71",2,misc,Level 1-100 Hat,436
90,Death at Dusk,Respectless Robo-Glove,4978.14,85–89 keys,"4,978.14 ref, $151.83",6,misc,Level 1-100 Hat,30039
90,Death at Dusk,Strontium Stove Pipe,4978.14,87 keys,"4,978.14 ref, $151.83",6,misc,Level 1-100 Hat,30037
90,Death at Dusk,Gridiron Guardian,4806.48,84 keys,"4,806.48 ref, $146.60",6,misc,Level 1-100 Helmet,30013
90,Death at Dusk,Nanobalaclava,4577.6,80 keys,"4,577.60 ref, $139.62",7,misc,Level 10 Hat,521
90,Death at Dusk,Ye Olde Baker Boy,4577.6,70–90 keys,"4,577.60 ref, $139.62",6,misc,Level 1-100 Hat,107
90,Death at Dusk,Employee of the Mmmph,4463.16,78 keys,"4,463.16 ref, $136.13",7,misc,Level 1-100 Hat,30416
90,Death at Dusk,Magnificent Mongolian,4405.94,77 keys,"4,405.94 ref, $134.38",4,misc,Level 1-100 Hat,313
90,Death at Dusk,Plug-In Prospector,4405.94,77 keys,"4,405.94 ref, $134.38",5,misc,Level 1-100 Hat,30031
90,Death at Dusk,Ground Control,4291.5,75 keys,"4,291.50 ref, $130.89",4,misc,Level 1-100 Hat,30338
90,Death at Dusk,Trencher's Topper,4291.5,75 keys,"4,291.50 ref, $130.89",28,misc,Level 1-100 Helmet,30336
90,Death at Dusk,Your Worst Nightmare,4291.5,75 keys,"4,291.50 ref, $130.89",6,misc,Level 10 Hair,600
90,Death at Dusk,Defiant Spartan,4205.67,72–75 keys,"4,205.67 ref, $128.27",8,misc,Level 1-100 Helmet,340
90,Death at Dusk,Base Metal Billycock,4005.4,70 keys,"4,005.40 ref, $122.16",2,misc,Level 1-100 Hat,30007
90,Death at Dusk,Bolted Birdcage,4005.4,70 keys,"4,005.40 ref, $122.16",10,misc,Level 1-100 Hat,30057
90,Death at Dusk,Voodoo JuJu (Slight Return),4005.4,60–80 keys,"4,005.40 ref, $122.16",9,misc,Level 1-100 Hat,935
90,Death at Dusk,FR-0,3948.18,69 keys,"3,948.18 ref, $120.42",5,misc,Level 1-100 Hat,30016
90,Death at Dusk,Halogen Head Lamp,3776.52,66 keys,"3,776.52 ref, $115.18",6,misc,Level 1-100 Hat,30041
90,Death at Dusk,Tsarboosh,3690.69,56–73 keys,"3,690.69 ref, $112.57",6,misc,Level 1-100 Hat,30081
90,Death at Dusk,Pyro's Boron Beanie,3547.64,62 keys,"3,547.64 ref, $108.20",11,misc,Level 1-100 Hat,30040
90,Death at Dusk,Hottie's Hoodie,3490.42,55–67 keys,"3,490.42 ref, $106.46",5,misc,Level 1-100 Hood,377
90,Death at Dusk,Das Naggenvatcher,3433.2,60 keys,"3,433.20 ref, $104.71",9,misc,Level 1-100 Hat,30109
90,Death at Dusk,Toy Soldier,3433.2,60 keys,"3,433.20 ref, $104.71",3,misc,Level 1-100 Hat,30316
90,Death at Dusk,Shooter's Tin Topi,3404.59,58–61 keys,"3,404.59 ref, $103.84",5,misc,Level 1-100 Hat,30005
90,Death at Dusk,Electric Escorter,3261.54,57 keys,"3,261.54 ref, $99.48",5,misc,Level 1-100 Hat,30025
90,Death at Dusk,Familiar Fez,3261.54,55–59 keys,"3,261.54 ref, $99.48",10,misc,Level 1-100 Hat,223
90,Death at Dusk,Pugilist's Protector,3204.32,56 keys,"3,204.32 ref, $97.73",9,misc,Level 1-100 Headgear,246
90,Death at Dusk,Birdcage,3147.1,55 keys,"3,147.10 ref, $95.99",6,misc,Level 10 Hat,615
90,Death at Dusk,Noble Nickel Amassment of Hats,3147.1,55 keys,"3,147.10 ref, $95.99",3,misc,Level 1-100 Hat,30006
90,Death at Dusk,Handyman's Handle,3089.88,54 keys,"3,089.88 ref, $94.24",6,misc,Level 1-100 Hat,253
90,Death at Dusk,Medic's Mountain Cap,3089.88,54 keys,"3,089.88 ref, $94.24",4,misc,Level 1-100 Hat,381
90,Death at Dusk,Cadaver's Cranium,3032.66,53 keys,"3,032.66 ref, $92.50",2,misc,Level 31 Hat,290
90,Death at Dusk,Brigade Helm,2946.83,46–57 keys,"2,946.83 ref, $89.88",4,misc,Level 1-100 Helmet,105
90,Death at Dusk,Pampered Pyro,2918.22,51 keys,"2,918.22 ref, $89.01",6,misc,Level 1-100 Towel,30139
90,Death at Dusk,Connoisseur's Cap,2861,50 keys,"2,861.00 ref, $87.26",4,misc,Level 1-100 Hat,394
90,Death at Dusk,Gilded Guard,2861,50 keys,"2,861.00 ref, $87.26",10,misc,Level 1-100 Helmet,1093
90,Death at Dusk,Counterfeit Billycock,2803.78,49 keys,"2,803.78 ref, $85.52",4,misc,Level 10 Hat,602
90,Death at Dusk,Stout Shako,2803.78,38–60 keys,"2,803.78 ref, $85.52",6,misc,Level 1-100 Hat,251
90,Death at Dusk,Bombing Run,2775.17,42–55 keys,"2,775.17 ref, $84.64",7,misc,Level 1-100 Helmet,249
90,Death at Dusk,Scotch Bonnet,2632.12,46 keys,"2,632.12 ref, $80.28",6,misc,Level 1-100 Headgear,306
90,Death at Dusk,Cloud Crasher,2574.9,45 keys,"2,574.90 ref, $78.53",5,misc,Level 1-100 Helmet,30071
90,Death at Dusk,Respectless Rubber Glove,2574.9,45 keys,"2,574.90 ref, $78.53",5,misc,Level 1-100 Hat,102
90,Death at Dusk,Big Chief,2517.68,44 keys,"2,517.68 ref, $76.79",4,misc,Level 1-100 Hat,309
90,Death at Dusk,Bootleg Base Metal Billycock,2346.02,37–45 keys,"2,346.02 ref, $71.55",8,misc,Level 1-100 Hat,30047
90,Death at Dusk,Gentleman's Ushanka,2288.8,40 keys,"2,288.80 ref, $69.81",3,misc,Level 1-100 Hat,778
90,Death at Dusk,Napoleon Complex,2288.8,40 keys,"2,288.80 ref, $69.81",6,misc,Level 1-100 Hat,30360
90,Death at Dusk,Tartan Spartan,2260.19,38–41 keys,"2,260.19 ref, $68.94",5,misc,Level 1-100 Helmet,30106
90,Death at Dusk,Vintage Merryweather,2231.58,38–40 keys,"2,231.58 ref, $68.06",8,misc,Level 1-100 Helmet,182
90,Death at Dusk,Hard Counter,2059.92,36 keys,"2,059.92 ref, $62.83",6,misc,Level 1-100 Hat,254
90,Death at Dusk,Sultan's Ceremonial,2059.92,36 keys,"2,059.92 ref, $62.83",3,misc,Level 1-100 Hat,403
90,Death at Dusk,Coupe D'isaster,2002.7,35 keys,"2,002.70 ref, $61.08",2,misc,Level 1-100 Hair,330
90,Death at Dusk,Tam O' Shanter,2002.7,35 keys,"2,002.70 ref, $61.08",5,misc,Level 1-100 Hat,480
90,Death at Dusk,Brain Bucket,1888.26,32–34 keys,"1,888.26 ref, $57.59",7,misc,Level 1-100 Hat,434
90,Death at Dusk,Trash Man,1831.04,32 keys,"1,831.04 ref, $55.85",4,misc,Level 1-100 Hat,30346
90,Death at Dusk,Prancer's Pride,1802.43,28–35 keys,"1,802.43 ref, $54.97",10,misc,Level 1-100 Hat,318
90,Death at Dusk,Stately Steel Toe,1773.82,31 keys,"1,773.82 ref, $54.10",6,misc,Level 1-100 Hat,481
90,Death at Dusk,Carouser's Capotain,1716.6,30 keys,"1,716.60 ref, $52.36",7,misc,Level 1-100 Hat,259
90,Death at Dusk,Katyusha,1687.99,27–32 keys,"1,687.99 ref, $51.48",8,misc,Level 1-100 Hat,30094
90,Death at Dusk,Dead Cone,1659.38,27–31 keys,"1,659.38 ref, $50.61",8,misc,Level 1-100 Hat,435
90,Death at Dusk,Pure Tin Capotain,1287.45,20–25 keys,"1,287.45 ref, $39.27",8,misc,Level 1-100 Hat,30021
307,Otherworldly Weather,Wandering Wraith,120162,2100 keys,"120,162.00 ref, $3664.94",1,misc,Level 1-100 Hat,31221
307,Otherworldly Weather,Jungle Wreath,48637,850 keys,"48,637.00 ref, $1483.43",1,misc,Level 1-100 Hat,30882
307,Otherworldly Weather,Hunter in Darkness,30898.8,410–670 keys,"30,898.80 ref, $942.41",0,misc,Level 1-100 Hat,30877
307,Otherworldly Weather,Alakablamicon,22888,400 keys,"22,888.00 ref, $698.08",0,misc,Level 1-100 Hat,31215
307,Otherworldly Weather,Close Quarters Cover,22888,400 keys,"22,888.00 ref, $698.08",2,misc,Level 1-100 Hair,31378
307,Otherworldly Weather,Starboard Crusader,21171.4,370 keys,"21,171.40 ref, $645.73",0,misc,Level 1-100 Hat,30981
307,Otherworldly Weather,Blast Defense,18310.4,320 keys,"18,310.40 ref, $558.47",0,misc,Level 1-100 Headgear,30863
307,Otherworldly Weather,A Hat to Kill For,16822.68,294 keys,"16,822.68 ref, $513.09",0,misc,Level 1-100 Hat,30753
307,Otherworldly Weather,Pithy Professional,15735.5,275 keys,"15,735.50 ref, $479.93",0,misc,Level 1-100 Hat,30915
307,Otherworldly Weather,Field Practice,15449.4,270 keys,"15,449.40 ref, $471.21",0,misc,Level 1-100 Headgear,30862
307,Otherworldly Weather,Mean Captain,13446.7,220–250 keys,"13,446.70 ref, $410.12",72,misc,Level 1-100 Hat,31385
307,Otherworldly Weather,Cool Capuchon,11444,200 keys,"11,444.00 ref, $349.04",0,misc,Level 1-100 Hood,31029
307,Otherworldly Weather,Sky High Fly Guy,11444,200 keys,"11,444.00 ref, $349.04",5,misc,Level 1-100 Hat,30984
307,Otherworldly Weather,Sightseer,11157.9,195 keys,"11,157.90 ref, $340.32",6,misc,Level 1-100 Hat,31404
307,Otherworldly Weather,Beanie the All-Gnawing,10442.65,175–190 keys,"10,442.65 ref, $318.50",0,misc,Level 1-100 Hat,31212
307,Otherworldly Weather,King Cardbeard,9269.64,162 keys,"9,269.64 ref, $282.72",0,misc,Level 1-100 Hat,31130
307,Otherworldly Weather,Polar Bear,8869.1,155 keys,"8,869.10 ref, $270.51",0,misc,Level 1-100 Hat,30964
307,Otherworldly Weather,Brimmed Bootlegger,8583,150 keys,"8,583.00 ref, $261.78",5,misc,Level 1-100 Hat,31366
307,Otherworldly Weather,Puffy Polar Cap,8583,150 keys,"8,583.00 ref, $261.78",0,misc,Level 1-100 Hat,30958
307,Otherworldly Weather,Partizan,8296.9,145 keys,"8,296.90 ref, $253.06",2,misc,Level 1-100 Hat,31329
307,Otherworldly Weather,A Handsome Handy Thing,8010.8,140 keys,"8,010.80 ref, $244.33",0,misc,Level 1-100 Handsome Hand,31129
307,Otherworldly Weather,Cleaner's Cap,6866.4,120 keys,"6,866.40 ref, $209.43",2,misc,Level 1-100 Hat,31376
307,Otherworldly Weather,Warhood,6580.3,115 keys,"6,580.30 ref, $200.70",0,misc,Level 1-100 Hood,30866
307,Otherworldly Weather,Mann-O-War,6008.1,105 keys,"6,008.10 ref, $183.25",0,misc,Level 1-100 Hat,31008
307,Otherworldly Weather,Spooky Head-Bouncers,5722,100 keys,"5,722.00 ref, $174.52",0,misc,Level 1-100 Hat,31209
307,Otherworldly Weather,El Mostacho,4749.26,83 keys,"4,749.26 ref, $144.85",0,misc,Level 1-100 Hat,31074
307,Otherworldly Weather,Ludicrously Lunatic Lunon Fedora,3890.96,59–77 keys,"3,890.96 ref, $118.67",116,misc,Level 1-100 Hat,31383
307,Otherworldly Weather,Airdog,3433.2,60 keys,"3,433.20 ref, $104.71",0,misc,Level 1-100 Helmet,30767
307,Otherworldly Weather,Archer's Sterling,3147.1,55 keys,"3,147.10 ref, $95.99",4,misc,Level 1-100 Helmet,30874
307,Otherworldly Weather,Blast Bowl,2717.95,38–57 keys,"2,717.95 ref, $82.90",8,misc,Level 1-100 Helmet,31371
307,Otherworldly Weather,Thunder Dome,1888.26,33 keys,"1,888.26 ref, $57.59",79,misc,Level 1-100 Helmet,31391
307,Otherworldly Weather,Dell Dynamic,1802.43,29–34 keys,"1,802.43 ref, $54.97",44,misc,Level 1-100 Helmet,31394
307,Otherworldly Weather,Bare Bear Bones,0,,,2,misc,Level 1-100 Hat,31402
307,Otherworldly Weather,Plaid Lad,0,,,1,misc,Level 1-100 Hat,31341
307,Otherworldly Weather,Soft Hard Hat,0,,,1,misc,Level 1-100 Hat,31331
63,Phosphorous,Virtual Viewfinder,188826,3300 keys,"188,826.00 ref, $5759.19",3,misc,Level 1-100 Headset,30140
63,Phosphorous,Pyromancer's Mask,100993.3,1765 keys,"100,993.30 ref, $3080.30",2,misc,Level 1-100 Mask,316
63,Phosphorous,Blighted Beak,94413,1650 keys,"94,413.00 ref, $2879.60",2,misc,Level 1-100 Mask,315
63,Phosphorous,Exquisite Rack,94413,1650 keys,"94,413.00 ref, $2879.60",3,misc,Level 1-100 Cosmetic Item,339
63,Phosphorous,Villain's Veil,85830,1500 keys,"85,830.00 ref, $2617.82",5,misc,Level 1-100 Bandana,393
63,Phosphorous,Crone's Dome,73413.26,1283 keys,"73,413.26 ref, $2239.10",3,misc,Level 1-100 Hat,920
63,Phosphorous,Soldered Sensei,51498,900 keys,"51,498.00 ref, $1570.69",3,misc,Level 1-100 Hat,30004
63,Phosphorous,Pencil Pusher,46920.4,820 keys,"46,920.40 ref, $1431.07",3,misc,Level 10 Hair,605
63,Phosphorous,Brainiac Hairpiece,43487.2,760 keys,"43,487.20 ref, $1326.36",4,misc,Level 1-100 Facial Hair,590
63,Phosphorous,Killer Exclusive,37193,650 keys,"37,193.00 ref, $1134.39",1,misc,Level 10 Hat,538
63,Phosphorous,Master's Yellow Belt,35762.5,625 keys,"35,762.50 ref, $1090.76",8,misc,Level 1-100 Hat,110
63,Phosphorous,Swagman's Swatter,25749,450 keys,"25,749.00 ref, $785.34",5,misc,Level 10 Hat,626
63,Phosphorous,Le Party Phantom,25176.8,440 keys,"25,176.80 ref, $767.89",1,misc,Level 1-100 Mask,337
63,Phosphorous,Killer's Kabuto,22888,400 keys,"22,888.00 ref, $698.08",1,misc,Level 1-100 Helmet,152
63,Phosphorous,Your Worst Nightmare,22659.12,396 keys,"22,659.12 ref, $691.10",3,misc,Level 10 Hair,600
63,Phosphorous,Tough Stuff Muffs,18310.4,320 keys,"18,310.40 ref, $558.47",4,misc,Level 1-100 Hat,984
63,Phosphorous,Cosa Nostra Cap,18253.18,319 keys,"18,253.18 ref, $556.72",1,misc,Level 1-100 Hat,459
63,Phosphorous,Team Captain,17566.54,307 keys,"17,566.54 ref, $535.78",3,misc,Level 1-100 Hat,378
63,Phosphorous,Brotherhood of Arms,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Hat,30066
63,Phosphorous,Cotton Head,17166,300 keys,"17,166.00 ref, $523.56",3,misc,Level 1-100 Hat,30175
63,Phosphorous,Hat with No Name,17166,300 keys,"17,166.00 ref, $523.56",2,misc,Level 10 Hat,631
63,Phosphorous,Galvanized Gibus,16736.85,285–300 keys,"16,736.85 ref, $510.47",2,misc,Level 1-100 Hat,30003
63,Phosphorous,Winter Woodsman,15735.5,275 keys,"15,735.50 ref, $479.93",1,misc,Level 1-100 Hat,30549
63,Phosphorous,Crown of the Old Kingdom,15163.3,265 keys,"15,163.30 ref, $462.48",1,misc,Level 1-100 Hat,30567
63,Phosphorous,Head Warmer,14877.2,260 keys,"14,877.20 ref, $453.75",6,misc,Level 1-100 Hat,644
63,Phosphorous,Black Watch,14591.1,255 keys,"14,591.10 ref, $445.03",3,misc,Level 1-100 Hat,30105
63,Phosphorous,Lucky Shot,14333.61,241–260 keys,"14,333.61 ref, $437.18",10,misc,Level 1-100 Helmet,701
63,Phosphorous,Anger,14305,250 keys,"14,305.00 ref, $436.30",2,misc,Level 10 Hood,518
63,Phosphorous,Backwards Ballcap,14305,250 keys,"14,305.00 ref, $436.30",6,misc,Level 10 Hat,617
63,Phosphorous,Prince Tavish's Crown,14305,250 keys,"14,305.00 ref, $436.30",7,misc,Level 1-100 Hat,342
63,Phosphorous,Sergeant's Drill Hat,14305,250 keys,"14,305.00 ref, $436.30",4,misc,Level 1-100 Hat,183
63,Phosphorous,Surgeon's Stahlhelm,14305,250 keys,"14,305.00 ref, $436.30",4,misc,Level 10 Helmet,616
63,Phosphorous,Brown Bomber,14018.9,245 keys,"14,018.90 ref, $427.58",5,misc,Level 1-100 Hat,671
63,Phosphorous,Stainless Pot,12931.72,226 keys,"12,931.72 ref, $394.42",6,misc,Level 1-100 Hat,98
63,Phosphorous,Détective Noir,12874.5,225 keys,"12,874.50 ref, $392.67",2,misc,Level 1-100 Hat,319
63,Phosphorous,Bonk Helm,12588.4,220 keys,"12,588.40 ref, $383.95",1,misc,Level 1-100 Helmet,106
63,Phosphorous,Triboniophorus Tyrannus,12302.3,215 keys,"12,302.30 ref, $375.22",4,misc,Level 1-100 Mascot,151
63,Phosphorous,Hound Dog,12016.2,210 keys,"12,016.20 ref, $366.49",1,misc,Level 1-100 Hair,145
63,Phosphorous,Vintage Tyrolean,12016.2,210 keys,"12,016.20 ref, $366.49",3,misc,Level 1-100 Hat,101
63,Phosphorous,War Pig,11730.1,205 keys,"11,730.10 ref, $357.77",2,misc,Level 1-100 Headgear,829
63,Phosphorous,Armored Authority,11615.66,192–214 keys,"11,615.66 ref, $354.28",7,misc,Level 1-100 Helmet,445
63,Phosphorous,Company Man,11444,200 keys,"11,444.00 ref, $349.04",7,misc,Level 10 Hat,523
63,Phosphorous,Deep Cover Operator,11444,200 keys,"11,444.00 ref, $349.04",1,misc,Level 1-100 Hat,30375
63,Phosphorous,Familiar Fez,11444,200 keys,"11,444.00 ref, $349.04",3,misc,Level 1-100 Hat,223
63,Phosphorous,Glengarry Bonnet,11444,200 keys,"11,444.00 ref, $349.04",5,misc,Level 1-100 Hat,100
63,Phosphorous,Reggaelator,11444,200 keys,"11,444.00 ref, $349.04",4,misc,Level 1-100 Hat,390
63,Phosphorous,Troublemaker's Tossle Cap,11444,200 keys,"11,444.00 ref, $349.04",9,misc,Level 1-100 Hat,150
63,Phosphorous,Front Runner,11157.9,195 keys,"11,157.90 ref, $340.32",5,misc,Level 1-100 Hat,760
63,Phosphorous,Brigade Helm,11014.85,185–200 keys,"11,014.85 ref, $335.95",4,misc,Level 1-100 Helmet,105
63,Phosphorous,Scotsman's Stove Pipe,10585.7,185 keys,"10,585.70 ref, $322.86",2,misc,Level 1-100 Hat,120
63,Phosphorous,Screamin' Eagle,10585.7,185 keys,"10,585.70 ref, $322.86",1,misc,Level 1-100 Hat,30548
63,Phosphorous,Wraith Wrap,10585.7,185 keys,"10,585.70 ref, $322.86",1,misc,Level 1-100 Apparel,937
63,Phosphorous,Conjurer's Cowl,10299.6,180 keys,"10,299.60 ref, $314.14",7,misc,Level 1-100 Hood,465
63,Phosphorous,Flipped Trilby,10299.6,180 keys,"10,299.60 ref, $314.14",3,misc,Level 1-100 Hat,324
63,Phosphorous,Ye Olde Baker Boy,10299.6,180 keys,"10,299.60 ref, $314.14",6,misc,Level 1-100 Hat,107
63,Phosphorous,Prancer's Pride,9727.4,170 keys,"9,727.40 ref, $296.69",4,misc,Level 1-100 Hat,318
63,Phosphorous,Trencher's Topper,9555.74,167 keys,"9,555.74 ref, $291.45",1,misc,Level 1-100 Helmet,30336
63,Phosphorous,Soldier's Slope Scopers,9498.52,166 keys,"9,498.52 ref, $289.70",4,misc,Level 1-100 Hat,980
63,Phosphorous,A Rather Festive Tree,9441.3,165 keys,"9,441.30 ref, $287.96",5,misc,Level 1-100 Hat,341
63,Phosphorous,Data Mining Light,9441.3,165 keys,"9,441.30 ref, $287.96",4,misc,Level 1-100 Helmet,30051
63,Phosphorous,Hottie's Hoodie,9441.3,165 keys,"9,441.30 ref, $287.96",2,misc,Level 1-100 Hood,377
63,Phosphorous,Liquidator's Lid,9155.2,160 keys,"9,155.20 ref, $279.23",3,misc,Level 1-100 Hat,779
63,Phosphorous,Executioner,8869.1,155 keys,"8,869.10 ref, $270.51",2,misc,Level 1-100 Hat,921
63,Phosphorous,Hustler's Hallmark,8869.1,155 keys,"8,869.10 ref, $270.51",2,misc,Level 1-100 Hat,146
63,Phosphorous,Whoopee Cap,8869.1,155 keys,"8,869.10 ref, $270.51",4,misc,Level 1-100 Hat,174
63,Phosphorous,Danger,8583,150 keys,"8,583.00 ref, $261.78",1,misc,Level 1-100 Apparel,30420
63,Phosphorous,Lord Cockswain's Pith Helmet,8583,150 keys,"8,583.00 ref, $261.78",2,misc,Level 1-100 Headgear,439
63,Phosphorous,Dragonborn Helmet,7724.7,135 keys,"7,724.70 ref, $235.60",8,misc,Level 10 Helmet,517
63,Phosphorous,Full Metal Drill Hat,7724.7,135 keys,"7,724.70 ref, $235.60",5,misc,Level 1-100 Hat,30026
63,Phosphorous,Engineer's Cap,7152.5,125 keys,"7,152.50 ref, $218.15",4,misc,Level 1-100 Hat,95
63,Phosphorous,Gentleman's Gatsby,7152.5,125 keys,"7,152.50 ref, $218.15",3,misc,Level 1-100 Hat,184
63,Phosphorous,Grenadier's Softcap,7152.5,125 keys,"7,152.50 ref, $218.15",3,misc,Level 1-100 Hat,227
63,Phosphorous,Otolaryngologist's Mirror,7152.5,125 keys,"7,152.50 ref, $218.15",3,misc,Level 1-100 Hat,104
63,Phosphorous,Charmer's Chapeau,7009.45,109–136 keys,"7,009.45 ref, $213.79",1,misc,Level 1-100 Hat,397
63,Phosphorous,Attendant,6866.4,120 keys,"6,866.40 ref, $209.43",4,misc,Level 1-100 Hat,213
63,Phosphorous,Employee of the Mmmph,6866.4,120 keys,"6,866.40 ref, $209.43",2,misc,Level 1-100 Hat,30416
63,Phosphorous,Fed-Fightin' Fedora,6866.4,120 keys,"6,866.40 ref, $209.43",7,misc,Level 1-100 Hat,780
63,Phosphorous,Berliner's Bucket Helm,6580.3,115 keys,"6,580.30 ref, $200.70",5,misc,Level 1-100 Helmet,303
63,Phosphorous,Cloud Crasher,6580.3,115 keys,"6,580.30 ref, $200.70",3,misc,Level 1-100 Helmet,30071
63,Phosphorous,Heavy Duty Rag,6580.3,115 keys,"6,580.30 ref, $200.70",8,misc,Level 1-100 Bandana,185
63,Phosphorous,Human Cannonball,6580.3,115 keys,"6,580.30 ref, $200.70",3,misc,Level 1-100 Helmet,817
63,Phosphorous,Private Eye,6580.3,80–150 keys,"6,580.30 ref, $200.70",3,misc,Level 1-100 Hat,388
63,Phosphorous,Modest Pile of Hat,6380.03,107–116 keys,"6,380.03 ref, $194.59",4,misc,Level 1-100 Hat,139
63,Phosphorous,Honcho's Headgear,6294.2,110 keys,"6,294.20 ref, $191.97",3,misc,Level 1-100 Hat,391
63,Phosphorous,Ol' Geezer,6294.2,110 keys,"6,294.20 ref, $191.97",3,misc,Level 1-100 Hat,399
63,Phosphorous,Razor Cut,6294.2,110 keys,"6,294.20 ref, $191.97",1,misc,Level 1-100 Hat,30393
63,Phosphorous,Ze Goggles,6294.2,110 keys,"6,294.20 ref, $191.97",6,misc,Level 1-100 Glasses,177
63,Phosphorous,Dread Hiding Hood,6122.54,107 keys,"6,122.54 ref, $186.74",1,misc,Level 1-100 Hood,1095
63,Phosphorous,Bubble Pipe,6008.1,105 keys,"6,008.10 ref, $183.25",7,misc,Level 1-100 Helmet,597
63,Phosphorous,Dr's Dapper Topper,6008.1,105 keys,"6,008.10 ref, $183.25",4,misc,Level 1-100 Hat,252
63,Phosphorous,Bunsen Brave,5893.1147540984,101.83–104.15 keys,"5,893.11 ref, 102.99 keys",2,misc,Level 1-100 Hat,30054
63,Phosphorous,Connoisseur's Cap,5836.44,102 keys,"5,836.44 ref, $178.01",5,misc,Level 1-100 Hat,394
63,Phosphorous,Cyborg Stunt Helmet,5722,100 keys,"5,722.00 ref, $174.52",4,misc,Level 1-100 Helmet,30024
63,Phosphorous,Furious Fukaamigasa,5722,100 keys,"5,722.00 ref, $174.52",3,misc,Level 1-100 Hat,395
63,Phosphorous,Milkman,5722,100 keys,"5,722.00 ref, $174.52",3,misc,Level 1-100 Hat,219
63,Phosphorous,Modest Metal Pile of Scrap,5722,100 keys,"5,722.00 ref, $174.52",2,misc,Level 1-100 Hat,30001
63,Phosphorous,Pomade Prince,5722,100 keys,"5,722.00 ref, $174.52",1,misc,Level 1-100 Hair,30428
63,Phosphorous,Safe'n'Sound,5722,100 keys,"5,722.00 ref, $174.52",3,misc,Level 1-100 Hat,178
63,Phosphorous,L'Inspecteur,5550.34,97 keys,"5,550.34 ref, $169.29",2,misc,Level 10 Hat,622
63,Phosphorous,Barnstormer,5435.9,95 keys,"5,435.90 ref, $165.79",4,misc,Level 1-100 Hat,988
63,Phosphorous,Tam O' Shanter,5435.9,80–110 keys,"5,435.90 ref, $165.79",5,misc,Level 1-100 Hat,480
